,created_on,property_type,place_name,place_with_parent_names,lat,lon,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,rooms,properati_url,barrio,PH,apartment,house,price_m2
705,2017-11-07,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5785701,-58.4133512,840000.0,208.0,187.0,5.0,https://www.properati.com.ar/1huqi_venta_departamento_palermo_balcon_baulera_suite_lavadero_toilette_vestidor_lujoso_dependencias_garage_aire-acondicionado_losa-radiante_capital-brokers,PALERMO,0.0,1.0,0.0,4038.4615384615386
706,2017-11-07,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.565370200000004,-58.4381017,89000.0,22.0,22.0,1.0,https://www.properati.com.ar/1hurm_venta_departamento_palermo_subte-linea-d_ayf-propiedades,PALERMO,0.0,1.0,0.0,4045.4545454545455
707,2017-11-07,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.572042700000004,-58.4329845,340000.0,102.0,88.0,4.0,https://www.properati.com.ar/1husp_venta_departamento_palermo_balcon_patio_luminoso_garage_subte-linea-d_interwin-marketing-inmobiliario_9ic,PALERMO,0.0,1.0,0.0,3333.3333333333335
708,2017-11-07,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5774132,-58.4227049,465000.0,125.0,110.0,3.0,https://www.properati.com.ar/1huw0_venta_departamento_palermo_balcon_suite_piscina_sum_garage_subte-linea-d_sggroup,PALERMO,0.0,1.0,0.0,3720.0
709,2017-11-07,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5802353507,-58.423155854499996,220000.0,75.0,67.0,3.0,https://www.properati.com.ar/1huwy_venta_departamento_palermo_balcon_lavadero_luminoso_vista_placard_federico-galceran-propiedades,PALERMO,0.0,1.0,0.0,2933.3333333333335
710,2017-11-08,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.583783700000005,-58.4108162,139500.0,61.0,46.0,2.0,https://www.properati.com.ar/1hvg6_venta_departamento_palermo_luminoso_impecable_subte-linea-d_romanelli-propiedades_ej4,PALERMO,0.0,1.0,0.0,2286.8852459016393
711,2017-11-08,apartment,Palermo Chico,|Argentina|Capital Federal|Palermo|Palermo Chico|,-34.5848921079,-58.4178702772,440000.0,183.0,163.0,4.0,https://www.properati.com.ar/1hvkq_venta_departamento_palermo-chico_balcon_baulera_suite_lavadero_toilette_luminoso_dependencias_garage_subte-linea-d_karina-enriquez-propiedades,PALERMO,0.0,1.0,0.0,2404.3715846994537
712,2017-11-08,apartment,Palermo Chico,|Argentina|Capital Federal|Palermo|Palermo Chico|,-34.5764749,-58.42179270000001,191000.0,64.0,61.0,2.0,https://www.properati.com.ar/1hvlv_venta_departamento_palermo-chico_balcon_gimnasio_lavadero_piscina_sum_luminoso_subte-linea-d_karina-enriquez-propiedades,PALERMO,0.0,1.0,0.0,2984.375
715,2017-11-08,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5901481,-58.4144168,430000.0,110.0,100.0,3.0,https://www.properati.com.ar/1hvu0_venta_departamento_palermo_balcon_suite_lavadero_piscina_sum_luminoso_garage_aire-acondicionado_doble-circulacion_subte-linea-d_bullrich_ebk,PALERMO,0.0,1.0,0.0,3909.090909090909
716,2017-11-08,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5877806,-58.4123845,620000.0,277.0,150.0,4.0,https://www.properati.com.ar/1hvud_venta_departamento_palermo_baulera_suite_lavadero_terraza_lujoso_dependencias_garage_subte-linea-d_bullrich_ebk,PALERMO,0.0,1.0,0.0,2238.2671480144404
717,2017-11-08,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.57645,-58.4229468,210000.0,54.0,54.0,3.0,https://www.properati.com.ar/1hvwh_venta_departamento_palermo_luminoso_subte-linea-d_toribio-achaval_e6o,PALERMO,0.0,1.0,0.0,3888.8888888888887
718,2017-11-08,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5913165,-58.41261970000001,378000.0,102.0,88.0,4.0,https://www.properati.com.ar/1hvyz_venta_departamento_palermo_balcon_baulera_parrilla_terraza_toilette_vestidor_luminoso_subte-linea-d_aldea-urbana_ek0,PALERMO,0.0,1.0,0.0,3705.8823529411766
719,2017-11-08,apartment,Palermo Hollywood,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,-34.5811363,-58.44041070000001,115000.0,30.0,30.0,1.0,https://www.properati.com.ar/1hw0m_venta_departamento_palermo-hollywood_piscina_luminoso_garage_amenities_marcia-renki-propiedades_dz4,PALERMO,0.0,1.0,0.0,3833.3333333333335
720,2017-11-08,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5800658,-58.4252065,96000.0,33.0,30.0,1.0,https://www.properati.com.ar/1hw0t_venta_departamento_palermo_balcon_lavadero_placard_subte-linea-d_valjor,PALERMO,0.0,1.0,0.0,2909.090909090909
721,2017-11-08,apartment,Las Cañitas,|Argentina|Capital Federal|Las Cañitas|,-34.5674418,-58.4380663,125000.0,37.0,37.0,2.0,https://www.properati.com.ar/1hw97_venta_departamento_las-canitas_lavadero_placard_subte-linea-d_pinto-kramer-group_ep9,PALERMO,0.0,1.0,0.0,3378.3783783783783
722,2017-11-08,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5741514,-58.4201495,720000.0,197.0,197.0,5.0,https://www.properati.com.ar/1hwaf_venta_departamento_palermo_balcon_baulera_suite_toilette_dependencias_garage_placard_subte-linea-d_pinto-kramer-group_ep9,PALERMO,0.0,1.0,0.0,3654.8223350253807
723,2017-11-08,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5762972,-58.4199965,1420000.0,472.0,330.0,5.0,https://www.properati.com.ar/1hwam_venta_departamento_palermo_balcon_suite_jardin_parrilla_patio_piscina_toilette_vestidor_lujoso_dependencias_electrogeno_garage_placard_losa-radiante_subte-linea-d_pinto-kramer-group_ep9,PALERMO,0.0,1.0,0.0,3008.4745762711864
724,2017-11-08,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5642487,-58.435488600000006,950000.0,201.0,201.0,4.0,https://www.properati.com.ar/1hwb2_venta_departamento_palermo_balcon_baulera_suite_toilette_luminoso_vista_dependencias_garage_placard_losa-radiante_pinto-kramer-group_ep9,PALERMO,0.0,1.0,0.0,4726.36815920398
725,2017-11-08,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5869467,-58.4187663,370000.0,138.0,121.0,5.0,https://www.properati.com.ar/1hwdc_venta_departamento_palermo_balcon_baulera_suite_lavadero_doble-circulacion_subte-linea-d_carbonetti-propiedades,PALERMO,0.0,1.0,0.0,2681.159420289855
726,2017-11-08,PH,Palermo,|Argentina|Capital Federal|Palermo|,-34.582456814000004,-58.432394653,155000.0,64.0,57.0,2.0,https://www.properati.com.ar/1hwdh_venta_ph_palermo_balcon_placard_subte-linea-d_riveros-negocios-inmobiliarios,PALERMO,1.0,0.0,0.0,2421.875
727,2017-11-08,apartment,Las Cañitas,|Argentina|Capital Federal|Las Cañitas|,-34.569241356,-58.436428695299995,130000.0,37.0,33.0,1.0,https://www.properati.com.ar/1hwe7_venta_departamento_las-canitas_jardin_lavadero_piscina_terraza_subte-linea-d_urbanuzprop_cnu,PALERMO,0.0,1.0,0.0,3513.5135135135133
728,2017-11-08,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5698421042,-58.435999541899996,130000.0,37.0,33.0,1.0,https://www.properati.com.ar/1hweb_venta_departamento_palermo_jardin_lavadero_piscina_terraza_subte-linea-d_urbanuzprop_cnu,PALERMO,0.0,1.0,0.0,3513.5135135135133
729,2017-11-08,apartment,Las Cañitas,|Argentina|Capital Federal|Las Cañitas|,-34.5717751,-58.4293739,350000.0,81.0,60.0,2.0,https://www.properati.com.ar/1hwf9_venta_departamento_las-canitas_balcon_baulera_suite_lavadero_terraza_vestidor_garage_subte-linea-d_bienes-portenos,PALERMO,0.0,1.0,0.0,4320.9876543209875
730,2017-11-08,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.597541,-58.418473,112000.0,46.0,40.0,1.0,https://www.properati.com.ar/1hwmi_venta_departamento_palermo_baulera_gimnasio_hidromasaje_parrilla_piscina_quincho_sum_terraza_vista_garage_subte-linea-b_re-max-liberty,PALERMO,0.0,1.0,0.0,2434.782608695652
731,2017-11-08,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5785739,-58.43757,230000.0,51.0,48.0,1.0,https://www.properati.com.ar/1hwzw_venta_departamento_palermo_balcon_gimnasio_lavadero_piscina_sum_sauna_amenities_aire-acondicionado_losa-radiante_subte-linea-d_inmobiliaria-calot_gqd,PALERMO,0.0,1.0,0.0,4509.803921568628
732,2017-11-08,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5871645,-58.4087779,336000.0,84.0,84.0,3.0,https://www.properati.com.ar/1hx32_venta_departamento_palermo_balcon_baulera_lavadero_terraza_toilette_vestidor_luminoso_lujoso_garage_placard_losa-radiante_subte-linea-d_apto-credito-hipotecario_massana-propiedades_h6q,PALERMO,0.0,1.0,0.0,4000.0
733,2017-11-08,apartment,Palermo Soho,|Argentina|Capital Federal|Palermo|Palermo Soho|,-34.5884352,-58.4333917,85000.0,36.0,36.0,2.0,https://www.properati.com.ar/1hx5i_venta_departamento_palermo-soho_luminoso_fiks_h4w,PALERMO,0.0,1.0,0.0,2361.1111111111113
734,2017-11-09,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.566019,-58.439777,198000.0,67.0,63.0,4.0,https://www.properati.com.ar/1hxxj_venta_departamento_palermo_balcon_baulera_lavadero_toilette_subte-linea-d_re-max-ayres-ii,PALERMO,0.0,1.0,0.0,2955.223880597015
735,2017-11-09,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.587073600000004,-58.4247385,110000.0,36.0,36.0,1.0,https://www.properati.com.ar/1hyae_venta_departamento_palermo_soler-al-3200_gimnasio_lavadero_parrilla_piscina_quincho_sum_garage_amenities_subte-linea-d_luciano-cazenave-inversiones-inmobiliarias,PALERMO,0.0,1.0,0.0,3055.5555555555557
736,2017-11-09,apartment,Palermo Chico,|Argentina|Capital Federal|Palermo|Palermo Chico|,-34.5765436,-58.4054978,350000.0,89.0,82.0,3.0,https://www.properati.com.ar/1hye3_venta_departamento_palermo-chico_balcon_baulera_lavadero_dependencias_placard_david-levy-propiedades,PALERMO,0.0,1.0,0.0,3932.5842696629215
737,2017-11-09,apartment,Palermo Chico,|Argentina|Capital Federal|Palermo|Palermo Chico|,-34.5765436,-58.4054978,350000.0,89.0,82.0,4.0,https://www.properati.com.ar/1hye4_venta_departamento_palermo-chico_balcon_baulera_lavadero_dependencias_placard_david-levy-propiedades,PALERMO,0.0,1.0,0.0,3932.5842696629215
738,2017-11-09,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5647325,-58.4412528,788000.0,367.0,274.0,5.0,https://www.properati.com.ar/1hyer_venta_departamento_belgrano_balcon_suite_lavadero_parrilla_sum_terraza_toilette_vestidor_luminoso_vista_dependencias_garage_subte-linea-d_coldwell-banker-space-ba_esf,PALERMO,0.0,1.0,0.0,2147.1389645776567
739,2017-11-09,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5656367755,-58.433381705900004,890000.0,245.0,230.0,6.0,https://www.properati.com.ar/1hyh7_venta_departamento_palermo_balcon_baulera_suite_hidromasaje_lavadero_toilette_vestidor_luminoso_dependencias_garage_olivas-propiedades,PALERMO,0.0,1.0,0.0,3632.6530612244896
740,2017-11-09,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5736055163,-58.420614391,449000.0,124.0,119.0,4.0,https://www.properati.com.ar/1hyk0_venta_departamento_palermo_luminoso_lujoso_dependencias_subte-linea-d_klimovsky-negocios-inmobiliarios,PALERMO,0.0,1.0,0.0,3620.967741935484
741,2017-11-09,apartment,Barrio Norte,|Argentina|Capital Federal|Barrio Norte|,-34.5864136,-58.41407220000001,495000.0,182.0,182.0,3.0,https://www.properati.com.ar/1hyox_venta_departamento_barrio-norte_subte-linea-d_zarlenga-inmobiliaria_bcl,PALERMO,0.0,1.0,0.0,2719.78021978022
742,2017-11-09,apartment,Palermo Soho,|Argentina|Capital Federal|Palermo|Palermo Soho|,-34.591831899999995,-58.42606329999999,118000.0,39.0,36.0,1.0,https://www.properati.com.ar/1hyxp_venta_departamento_palermo-soho_balcon_parrilla_sum_luminoso_lujoso_amoblado_placard_aire-acondicionado_apto-credito-hipotecario_embassy-net,PALERMO,0.0,1.0,0.0,3025.641025641026
743,2017-11-09,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.58295570000001,-58.4342928,189000.0,46.0,43.0,1.0,https://www.properati.com.ar/1hyy2_venta_departamento_palermo_luminoso_garage_propiet_gp8,PALERMO,0.0,1.0,0.0,4108.695652173913
744,2017-11-09,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5815068646,-58.410808490200004,208000.0,67.0,29.0,1.0,https://www.properati.com.ar/1hz2q_venta_departamento_palermo_lujoso_amenities_subte-linea-d_nf-propiedades_h77,PALERMO,0.0,1.0,0.0,3104.4776119402986
745,2017-11-09,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5684088,-58.4307048,252000.0,75.0,72.0,3.0,https://www.properati.com.ar/1hz3r_venta_departamento_palermo_balcon_impecable_placard_deborah-sosa-inversiones-inmobiliarias_akn,PALERMO,0.0,1.0,0.0,3360.0
746,2017-11-09,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5829292,-58.4441351,105000.0,45.0,35.0,1.0,https://www.properati.com.ar/1hz6x_venta_departamento_palermo_gimnasio_lavadero_parrilla_piscina_terraza_luminoso_garage_belga-inmobiliaria,PALERMO,0.0,1.0,0.0,2333.3333333333335
748,2017-11-10,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5889093,-58.4202896,130000.0,36.0,36.0,2.0,https://www.properati.com.ar/1hzmy_venta_departamento_palermo_subte-linea-d_apto-credito-hipotecario_bienvende-amelia-claro_e77,PALERMO,0.0,1.0,0.0,3611.1111111111113
750,2017-11-10,apartment,Palermo Hollywood,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,-34.5829500402,-58.4348422053,96000.0,34.0,34.0,1.0,https://www.properati.com.ar/1hzs1_venta_departamento_palermo-hollywood_balcon_impecable_ci-re-negocios-inmobiliarios_e39,PALERMO,0.0,1.0,0.0,2823.529411764706
751,2017-11-10,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5801704308,-58.405003638100006,1200000.0,405.0,365.0,9.0,https://www.properati.com.ar/1hztj_venta_departamento_palermo_suite_patio_sum_terraza_toilette_luminoso_lujoso_garage_bryan-real-estate,PALERMO,0.0,1.0,0.0,2962.962962962963
752,2017-11-10,apartment,Barrio Norte,|Argentina|Capital Federal|Barrio Norte|,-34.589358000000004,-58.41532420000001,685000.0,231.0,192.0,6.0,https://www.properati.com.ar/1hzus_venta_departamento_barrio-norte_baulera_suite_toilette_luminoso_garage_placard_subte-linea-d_toribio-achaval_e6y,PALERMO,0.0,1.0,0.0,2965.3679653679656
753,2017-11-10,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.566503000000004,-58.435347,460000.0,125.0,114.0,4.0,https://www.properati.com.ar/1i02c_venta_departamento_palermo_balcon_baulera_suite_lavadero_toilette_vestidor_garage_subte-linea-d_re-max-prodigy,PALERMO,0.0,1.0,0.0,3680.0
754,2017-11-10,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.588633,-58.421302,192500.0,76.0,76.0,3.0,https://www.properati.com.ar/1i04n_venta_departamento_palermo_luminoso_garage_subte-linea-d_re-max-total-iii,PALERMO,0.0,1.0,0.0,2532.8947368421054
755,2017-11-10,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.581534999999995,-58.414824,489000.0,126.0,113.0,4.0,https://www.properati.com.ar/1i05x_venta_departamento_palermo_balcon_jardin_toilette_luminoso_vista_lujoso_garage_doble-circulacion_subte-linea-d_apto-credito-hipotecario_re-max-data-house,PALERMO,0.0,1.0,0.0,3880.9523809523807
756,2017-11-10,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.581472,-58.40590200000001,850000.0,268.0,215.0,4.0,https://www.properati.com.ar/1i076_venta_departamento_palermo_balcon_baulera_suite_hidromasaje_lavadero_parrilla_patio_sum_terraza_vestidor_luminoso_dependencias_electrogeno_garage_placard_aire-acondicionado_re-max-city,PALERMO,0.0,1.0,0.0,3171.6417910447763
757,2017-11-10,PH,Palermo,|Argentina|Capital Federal|Palermo|,-34.579783,-58.429477,660000.0,255.0,255.0,6.0,https://www.properati.com.ar/1i086_venta_ph_palermo_suite_jardin_lavadero_parrilla_patio_terraza_toilette_luminoso_subte-linea-d_apto-credito-hipotecario_re-max-total-v,PALERMO,1.0,0.0,0.0,2588.235294117647
759,2017-11-10,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.576363,-58.42303199999999,168000.0,48.0,48.0,3.0,https://www.properati.com.ar/1i0cv_venta_departamento_palermo_baulera_lavadero_terraza_luminoso_placard_aire-acondicionado_subte-linea-d_re-max-lagos,PALERMO,0.0,1.0,0.0,3500.0
760,2017-11-10,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5683865,-58.4438298,148000.0,49.0,46.0,2.0,https://www.properati.com.ar/1i0qs_venta_departamento_belgrano_balcon_suite_terraza_toilette_placard_subte-linea-d_yes-propiedades-com_aye,PALERMO,0.0,1.0,0.0,3020.408163265306
761,2017-11-10,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.567855200000004,-58.4459851,330000.0,95.0,95.0,4.0,https://www.properati.com.ar/1i0sf_venta_departamento_belgrano_balcon_lavadero_toilette_luminoso_impecable_aire-acondicionado_doble-circulacion_subte-linea-d_neturban,PALERMO,0.0,1.0,0.0,3473.684210526316
762,2017-11-10,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.574572499999995,-58.4192911,80000.0,22.0,22.0,1.0,https://www.properati.com.ar/1i0ue_venta_departamento_palermo_luminoso_subte-linea-d_apto-credito-hipotecario_lexinton-propiedades_937,PALERMO,0.0,1.0,0.0,3636.3636363636365
763,2017-11-11,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5674981,-58.4345628,138400.0,36.0,32.0,1.0,https://www.properati.com.ar/1i0y9_venta_departamento_belgrano_balcon_luminoso_lujoso_aire-acondicionado_david-cipolla-propiedades_euk,PALERMO,0.0,1.0,0.0,3844.4444444444443
764,2017-11-11,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5674981,-58.4345628,145300.0,32.0,29.0,1.0,https://www.properati.com.ar/1i0ya_venta_departamento_belgrano_balcon_luminoso_lujoso_aire-acondicionado_david-cipolla-propiedades_euk,PALERMO,0.0,1.0,0.0,4540.625
765,2017-11-11,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5674981,-58.4345628,148100.0,35.0,32.0,1.0,https://www.properati.com.ar/1i0yb_venta_departamento_belgrano_balcon_luminoso_lujoso_aire-acondicionado_david-cipolla-propiedades_euk,PALERMO,0.0,1.0,0.0,4231.428571428572
766,2017-11-11,apartment,Las Cañitas,|Argentina|Capital Federal|Las Cañitas|,-34.567469743400004,-58.4345265834,153000.0,36.0,32.0,1.0,https://www.properati.com.ar/1i0ye_venta_departamento_las-canitas_balcon_luminoso_lujoso_aire-acondicionado_david-cipolla-propiedades_euk,PALERMO,0.0,1.0,0.0,4250.0
767,2017-11-11,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5676530139,-58.434418381,155800.0,36.0,32.0,1.0,https://www.properati.com.ar/1i0yf_venta_departamento_palermo_balcon_luminoso_lujoso_aire-acondicionado_david-cipolla-propiedades_euk,PALERMO,0.0,1.0,0.0,4327.777777777777
768,2017-11-11,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.567534,-58.43449939999999,153400.0,35.0,32.0,1.0,https://www.properati.com.ar/1i0ym_venta_departamento_belgrano_balcon_luminoso_lujoso_aire-acondicionado_david-cipolla-propiedades_euk,PALERMO,0.0,1.0,0.0,4382.857142857143
769,2017-11-11,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.589688200000005,-58.4228707,93000.0,30.0,27.0,1.0,https://www.properati.com.ar/1i12m_venta_departamento_palermo_balcon_migliorisi-propiedades_dkd,PALERMO,0.0,1.0,0.0,3100.0
770,2017-11-11,apartment,Las Cañitas,|Argentina|Capital Federal|Las Cañitas|,-34.5657251,-58.43327579999999,790000.0,300.0,300.0,5.0,https://www.properati.com.ar/1i152_venta_departamento_las-canitas_baulera_vestidor_lujoso_dependencias_garage_bienvende-amelia-claro_e77,PALERMO,0.0,1.0,0.0,2633.3333333333335
771,2017-11-11,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5874271,-58.4156569,143500.0,47.0,47.0,2.0,https://www.properati.com.ar/1i16x_venta_departamento_palermo_lavadero_luminoso_impecable_placard_subte-linea-d_j-gancedo-asoc-propiedades_hfe,PALERMO,0.0,1.0,0.0,3053.191489361702
772,2017-11-11,apartment,Palermo Chico,|Argentina|Capital Federal|Palermo|Palermo Chico|,-34.577374799999994,-58.4133136,855000.0,244.0,229.0,5.0,https://www.properati.com.ar/1i1dz_venta_departamento_palermo-chico_segui-juan-f-al-3900_balcon_baulera_suite_lavadero_parrilla_piscina_sum_terraza_toilette_vestidor_lujoso_dependencias_garage_aire-acondicionado_losa-radiante_deptos-temporarios,PALERMO,0.0,1.0,0.0,3504.098360655738
773,2017-11-11,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.577374799999994,-58.4133136,855000.0,244.0,229.0,5.0,https://www.properati.com.ar/1i1e0_venta_departamento_palermo_segui-juan-f-al-3900_balcon_baulera_suite_lavadero_parrilla_piscina_sum_terraza_toilette_vestidor_lujoso_dependencias_garage_aire-acondicionado_losa-radiante_deptos-temporarios,PALERMO,0.0,1.0,0.0,3504.098360655738
774,2017-11-11,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.577374799999994,-58.4133136,855000.0,244.0,229.0,6.0,https://www.properati.com.ar/1i1e1_venta_departamento_palermo_segui-juan-f-al-3900_balcon_baulera_suite_lavadero_parrilla_piscina_sum_terraza_toilette_vestidor_lujoso_dependencias_garage_aire-acondicionado_losa-radiante_deptos-temporarios,PALERMO,0.0,1.0,0.0,3504.098360655738
