,created_on,property_type,place_name,place_with_parent_names,lat,lon,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,rooms,properati_url,barrio,PH,apartment,house,price_m2
605,2017-10-28,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.578714500000004,-58.40453050000001,1750000.0,390.0,323.0,7.0,https://www.properati.com.ar/1hkeq_venta_departamento_palermo_balcon_baulera_suite_lavadero_terraza_toilette_lujoso_dependencias_garage_exa-propiedades_hqm,PALERMO,0.0,1.0,0.0,4487.179487179487
606,2017-10-28,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.570447164099996,-58.4398616629,1500000.0,508.0,430.0,6.0,https://www.properati.com.ar/1hker_venta_departamento_belgrano_lavadero_piscina_terraza_toilette_luminoso_dependencias_subte-linea-d_exa-propiedades_hqn,PALERMO,0.0,1.0,0.0,2952.755905511811
607,2017-10-29,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.572475299999994,-58.4210903,950000.0,227.0,211.0,7.0,https://www.properati.com.ar/1hkj9_venta_departamento_palermo_balcon_suite_jardin_lavadero_vestidor_luminoso_dependencias_garage_exa-propiedades_hqm,PALERMO,0.0,1.0,0.0,4185.022026431718
609,2017-10-29,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.581679,-58.4152073,549000.0,158.0,145.0,6.0,https://www.properati.com.ar/1hkjq_venta_departamento_palermo_suite_luminoso_vista_garage_placard_subte-linea-d_toribio-achaval_e6q,PALERMO,0.0,1.0,0.0,3474.6835443037976
612,2017-10-29,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5821741524,-58.4102503354,360000.0,120.0,110.0,4.0,https://www.properati.com.ar/1hkkb_venta_departamento_palermo_balcon_toilette_luminoso_vista_dependencias_subte-linea-d_clara-garcia-servicios-inmobiliarios_ere,PALERMO,0.0,1.0,0.0,3000.0
613,2017-10-29,apartment,Palermo Chico,|Argentina|Capital Federal|Palermo|Palermo Chico|,-34.5778293,-58.3983654,1200000.0,248.0,198.0,3.0,https://www.properati.com.ar/1hkkd_venta_departamento_palermo-chico_suite_jardin_patio_piscina_terraza_toilette_vestidor_luminoso_dependencias_garage_exa-propiedades_hqm,PALERMO,0.0,1.0,0.0,4838.709677419355
614,2017-10-29,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5679891,-58.4339848,383272.0,92.0,76.0,3.0,https://www.properati.com.ar/1hklg_venta_departamento_belgrano_balcon_baulera_toilette_luminoso_garage_aire-acondicionado_coldwell-banker-space-ba_esf,PALERMO,0.0,1.0,0.0,4166.0
615,2017-10-29,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.597512200000004,-58.4166139,135000.0,50.0,45.0,1.0,https://www.properati.com.ar/1hklv_venta_departamento_palermo_luminoso_aire-acondicionado_estrenar_subte-linea-b_lugaren,PALERMO,0.0,1.0,0.0,2700.0
616,2017-10-29,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5834493,-58.42706679999999,87000.0,30.0,30.0,2.0,https://www.properati.com.ar/1hkn3_venta_departamento_palermo_placard_aire-acondicionado_subte-linea-d_rsk-proyectos-urbanos,PALERMO,0.0,1.0,0.0,2900.0
617,2017-10-29,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5648505662,-58.4408706466,440000.0,141.0,135.0,4.0,https://www.properati.com.ar/1hkq2_venta_departamento_belgrano_balcon_baulera_lavadero_dependencias_garage_subte-linea-d_miranda-bosch-real-estate-art_hg4,PALERMO,0.0,1.0,0.0,3120.567375886525
618,2017-10-29,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.583569784699996,-58.4210006291,252000.0,92.0,82.0,4.0,https://www.properati.com.ar/1hkxu_venta_departamento_palermo_balcon_baulera_lavadero_terraza_luminoso_garage_aire-acondicionado_doble-circulacion_subte-linea-d_apto-credito-hipotecario_j-j-scorcelli-negocios-inmobiliarios,PALERMO,0.0,1.0,0.0,2739.1304347826085
619,2017-10-29,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.57147,-58.433612,660000.0,175.0,158.0,4.0,https://www.properati.com.ar/1hl0e_venta_departamento_belgrano_balcon_baulera_suite_lavadero_toilette_luminoso_dependencias_garage_impecable_subte-linea-d_rg-montes_du0,PALERMO,0.0,1.0,0.0,3771.4285714285716
620,2017-10-29,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5713616244,-58.4334675366,660000.0,175.0,158.0,4.0,https://www.properati.com.ar/1hl0i_venta_departamento_palermo_balcon_baulera_suite_lavadero_toilette_luminoso_dependencias_garage_impecable_subte-linea-d_rg-montes_du0,PALERMO,0.0,1.0,0.0,3771.4285714285716
621,2017-10-29,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5857942,-58.4117079,750000.0,255.0,255.0,5.0,https://www.properati.com.ar/1hl1k_venta_departamento_palermo_suite_lujoso_dependencias_garage_subte-linea-d_j-gancedo-asoc-propiedades_hfe,PALERMO,0.0,1.0,0.0,2941.176470588235
622,2017-10-29,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5776685,-58.4286402,230000.0,85.0,71.0,4.0,https://www.properati.com.ar/1hl23_venta_departamento_palermo_balcon_lavadero_toilette_luminoso_lujoso_subte-linea-d_jimena-navarro-cucicba-6682,PALERMO,0.0,1.0,0.0,2705.8823529411766
623,2017-10-29,apartment,Palermo Hollywood,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,-34.5808648,-58.4345201,135000.0,43.0,43.0,1.0,https://www.properati.com.ar/1hl2z_venta_departamento_palermo-hollywood_balcon_estrenar_subte-linea-d_stoppello-propiedades_dup,PALERMO,0.0,1.0,0.0,3139.5348837209303
624,2017-10-29,apartment,Palermo Hollywood,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,-34.5808648,-58.4345201,195000.0,62.0,62.0,2.0,https://www.properati.com.ar/1hl3f_venta_departamento_palermo-hollywood_balcon_lujoso_estrenar_subte-linea-d_stoppello-propiedades_dup,PALERMO,0.0,1.0,0.0,3145.1612903225805
625,2017-10-29,apartment,Las Cañitas,|Argentina|Capital Federal|Las Cañitas|,-34.5632469,-58.4400499,205000.0,55.0,55.0,2.0,https://www.properati.com.ar/1hl5x_venta_departamento_las-canitas_hidromasaje_piscina_amenities_placard_victorino-de-la-plaza_d04,PALERMO,0.0,1.0,0.0,3727.2727272727275
626,2017-10-29,house,Palermo,|Argentina|Capital Federal|Palermo|,-34.587834,-58.43513100000001,750000.0,475.0,197.0,6.0,https://www.properati.com.ar/1hlag_venta_casa_palermo_balcon_baulera_suite_jardin_lavadero_terraza_toilette_vestidor_luminoso_dependencias_garage_aire-acondicionado_re-max-power,PALERMO,0.0,0.0,1.0,1578.9473684210527
627,2017-10-29,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.563104,-58.438747,550000.0,213.0,213.0,4.0,https://www.properati.com.ar/1hlbk_venta_departamento_palermo_balcon_baulera_suite_lavadero_sum_terraza_luminoso_lujoso_dependencias_aire-acondicionado_losa-radiante_re-max-liberty,PALERMO,0.0,1.0,0.0,2582.1596244131456
628,2017-10-29,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.577786,-58.436859,141926.0,42.0,42.0,1.0,https://www.properati.com.ar/1hlgv_venta_departamento_palermo_balcon_gimnasio_hidromasaje_lavadero_parrilla_terraza_lujoso_amenities_aire-acondicionado_subte-linea-d_re-max-premium,PALERMO,0.0,1.0,0.0,3379.190476190476
629,2017-10-29,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.575914000000004,-58.43823199999999,126950.0,51.0,45.0,2.0,https://www.properati.com.ar/1hlh1_venta_departamento_palermo_toilette_amenities_subte-linea-d_re-max-premium,PALERMO,0.0,1.0,0.0,2489.2156862745096
630,2017-10-29,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.575914000000004,-58.43823199999999,60529.0,26.0,18.0,2.0,https://www.properati.com.ar/1hlh5_venta_departamento_palermo_toilette_amenities_subte-linea-d_re-max-premium,PALERMO,0.0,1.0,0.0,2328.0384615384614
632,2017-10-30,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5732000341,-58.431609958900005,640000.0,200.0,178.0,6.0,https://www.properati.com.ar/1hlu6_venta_departamento_palermo_balcon_suite_jardin_toilette_vestidor_luminoso_lujoso_impecable_subte-linea-d_inmonet_glj,PALERMO,0.0,1.0,0.0,3200.0
634,2017-10-30,apartment,Palermo Hollywood,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,-34.577931,-58.4382614,149900.0,44.0,39.0,1.0,https://www.properati.com.ar/1hm0a_venta_departamento_palermo-hollywood_balcon_lavadero_piscina_luminoso_amenities_placard_massana-propiedades_h6q,PALERMO,0.0,1.0,0.0,3406.818181818182
635,2017-10-31,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5824388,-58.4250696,195000.0,71.0,71.0,2.0,https://www.properati.com.ar/1hmh2_venta_departamento_palermo_balcon_luminoso_placard_aire-acondicionado_subte-linea-d_miranda-bosch-real-estate-art_hqx,PALERMO,0.0,1.0,0.0,2746.478873239437
636,2017-10-31,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5855555,-58.4099247,700000.0,153.0,153.0,3.0,https://www.properati.com.ar/1hmlf_venta_departamento_palermo_baulera_suite_luminoso_vista_lujoso_dependencias_garage_amenities_subte-linea-d_pinto-kramer-group_ep9,PALERMO,0.0,1.0,0.0,4575.16339869281
637,2017-10-31,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5829338033,-58.4219018513,93500.0,32.0,32.0,2.0,https://www.properati.com.ar/1hmlq_venta_departamento_palermo_riveros-negocios-inmobiliarios,PALERMO,0.0,1.0,0.0,2921.875
638,2017-10-31,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5773934928,-58.405775336800005,108000.0,36.0,33.0,2.0,https://www.properati.com.ar/1hmtl_venta_departamento_palermo_balcon_lavadero_placard_klimovsky-negocios-inmobiliarios,PALERMO,0.0,1.0,0.0,3000.0
639,2017-10-31,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5730041445,-58.4391983972,165000.0,53.0,47.0,2.0,https://www.properati.com.ar/1hmuk_venta_departamento_belgrano_subte-linea-d_rva,PALERMO,0.0,1.0,0.0,3113.2075471698113
641,2017-10-31,house,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.568319,-58.444437,250000.0,130.0,70.0,2.0,https://www.properati.com.ar/1hmxs_venta_casa_belgrano_suite_terraza_toilette_luminoso_garage_subte-linea-d_re-max-zafiro,PALERMO,0.0,0.0,1.0,1923.076923076923
642,2017-10-31,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.584775,-58.443164,110000.0,38.0,38.0,1.0,https://www.properati.com.ar/1hn1l_venta_departamento_palermo_balcon_gimnasio_lavadero_piscina_sum_garage_amenities_estrenar_apto-credito-hipotecario_re-max-premium,PALERMO,0.0,1.0,0.0,2894.7368421052633
643,2017-10-31,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.570576323800005,-58.4435108995,420000.0,137.0,129.0,3.0,https://www.properati.com.ar/1hnax_venta_departamento_belgrano_balcon_suite_lavadero_piscina_sum_terraza_vestidor_dependencias_garage_subte-linea-d_roberto-siconolfi-propiedes,PALERMO,0.0,1.0,0.0,3065.693430656934
644,2017-10-31,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.58597570000001,-58.41505079999999,495000.0,182.0,172.0,6.0,https://www.properati.com.ar/1hney_venta_departamento_palermo_balcon_baulera_suite_lavadero_toilette_dependencias_garage_aire-acondicionado_subte-linea-d_inmobiliaria-calot_gqd,PALERMO,0.0,1.0,0.0,2719.78021978022
645,2017-11-01,apartment,Recoleta,|Argentina|Capital Federal|Recoleta|,-34.5829542,-58.405725,130000.0,32.0,29.0,1.0,https://www.properati.com.ar/1hnk9_venta_departamento_recoleta_balcon_luminoso_subte-linea-d_d-aria_93n,PALERMO,0.0,1.0,0.0,4062.5
646,2017-11-01,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.59028920000001,-58.42018670000001,230000.0,81.0,93.82046724225495,3.0,https://www.properati.com.ar/1hnmx_venta_departamento_palermo_balcon_toilette_luminoso_lujoso_garage_impecable_placard_subte-linea-d_gruz-propiedades_gka,PALERMO,0.0,1.0,0.0,2839.5061728395062
647,2017-11-01,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5825411,-58.40822900000001,165000.0,57.0,93.82046724225495,3.0,https://www.properati.com.ar/1hnnm_venta_departamento_palermo_patio_vestidor_luminoso_subte-linea-d_grupo-mega-op-scalabrini-ortiz,PALERMO,0.0,1.0,0.0,2894.7368421052633
648,2017-11-01,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5704089826,-58.4423588339,335000.0,115.0,75.0,2.0,https://www.properati.com.ar/1ho46_venta_departamento_belgrano_balcon_baulera_lavadero_parrilla_piscina_sum_terraza_subte-linea-d_rg-montes_du0,PALERMO,0.0,1.0,0.0,2913.0434782608695
650,2017-11-01,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.569152359499995,-58.4414943681,650000.0,287.0,239.0,6.0,https://www.properati.com.ar/1ho88_venta_departamento_belgrano_balcon_baulera_suite_jardin_lavadero_terraza_vestidor_vista_dependencias_garage_placard_subte-linea-d_otero-propiedades_f34,PALERMO,0.0,1.0,0.0,2264.808362369338
652,2017-11-01,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.583470244699996,-58.4132975133,620000.0,179.0,169.0,5.0,https://www.properati.com.ar/1hoj3_venta_departamento_palermo_suite_lavadero_lujoso_dependencias_garage_subte-linea-d_dodorico-propieadades,PALERMO,0.0,1.0,0.0,3463.6871508379886
653,2017-11-01,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5815078,-58.4335568,267500.0,80.0,72.0,2.0,https://www.properati.com.ar/1homs_venta_departamento_palermo_balcon_suite_terraza_toilette_luminoso_garage_subte-linea-d_apto-credito-hipotecario_nexo-propiedades_h0z,PALERMO,0.0,1.0,0.0,3343.75
654,2017-11-01,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5663797,-58.4345801,105000.0,45.0,35.0,1.0,https://www.properati.com.ar/1honx_venta_departamento_palermo_lavadero_patio_aire-acondicionado_sabatini-srl,PALERMO,0.0,1.0,0.0,2333.3333333333335
655,2017-11-01,apartment,Palermo Soho,|Argentina|Capital Federal|Palermo|Palermo Soho|,-34.5869552056,-58.423576355,170000.0,69.0,60.0,3.0,https://www.properati.com.ar/1hooj_venta_departamento_palermo-soho_patio_luminoso_aire-acondicionado_subte-linea-d_apto-credito-hipotecario_busquet-vision-inmobiliaria,PALERMO,0.0,1.0,0.0,2463.768115942029
656,2017-11-02,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5757808181,-58.4342613124,200000.0,87.0,47.0,2.0,https://www.properati.com.ar/1how4_venta_departamento_palermo_santa-fe-av-_5300_parrilla_terraza_garage_amoblado_estrenar_subte-linea-d_meier-asociados,PALERMO,0.0,1.0,0.0,2298.8505747126437
657,2017-11-02,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5821555519,-58.4230147059,126517.62,37.0,37.0,1.0,https://www.properati.com.ar/1hoyj_venta_departamento_palermo_thames_2400_subte-linea-d_narvaez-cia-walter-fabian-narvaez-csi-4169,PALERMO,0.0,1.0,0.0,3419.395135135135
658,2017-11-02,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.592007,-58.41280500000001,255000.0,94.0,84.0,3.0,https://www.properati.com.ar/1hpdl_venta_departamento_palermo_balcon_baulera_lavadero_sotano_luminoso_aire-acondicionado_subte-linea-d_re-max-premium,PALERMO,0.0,1.0,0.0,2712.7659574468084
659,2017-11-02,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5804925,-58.4154056,290000.0,79.0,70.0,2.0,https://www.properati.com.ar/1hplz_venta_departamento_palermo_balcon_suite_lavadero_toilette_subte-linea-d_apto-credito-hipotecario_interwin-marketing-inmobiliario_9ic,PALERMO,0.0,1.0,0.0,3670.8860759493673
660,2017-11-02,house,Palermo Soho,|Argentina|Capital Federal|Palermo|Palermo Soho|,-34.590434,-58.4307586,1080000.0,300.0,244.0,5.0,https://www.properati.com.ar/1hprs_venta_casa_palermo-soho_balcon_suite_lavadero_patio_toilette_luminoso_dependencias_ojo-propiedades,PALERMO,0.0,0.0,1.0,3600.0
661,2017-11-02,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.591136,-58.4223547,125000.0,39.0,35.0,2.0,https://www.properati.com.ar/1hpsu_venta_departamento_palermo_balcon_luminoso_placard_korn-emprendimientos,PALERMO,0.0,1.0,0.0,3205.128205128205
662,2017-11-03,apartment,Palermo Soho,|Argentina|Capital Federal|Palermo|Palermo Soho|,-34.5963943717,-58.4219447667,101600.0,32.0,30.0,1.0,https://www.properati.com.ar/1hq93_venta_departamento_palermo-soho_gimnasio_lavadero_parrilla_piscina_sum_garage_amenities_subte-linea-b_david-cipolla-propiedades_euk,PALERMO,0.0,1.0,0.0,3175.0
665,2017-11-03,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.585784999999994,-58.42383639999999,107000.0,33.0,30.0,1.0,https://www.properati.com.ar/1hqsm_venta_departamento_palermo_balcon_aire-acondicionado_subte-linea-d_bienvende-amelia-claro_ej0,PALERMO,0.0,1.0,0.0,3242.4242424242425
666,2017-11-03,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5687369,-58.4437274,148000.0,49.0,46.0,2.0,https://www.properati.com.ar/1hqw0_venta_departamento_belgrano_subte-linea-d_riveros-negocios-inmobiliarios,PALERMO,0.0,1.0,0.0,3020.408163265306
669,2017-11-04,apartment,Barrio Norte,|Argentina|Capital Federal|Barrio Norte|,-34.589499,-58.41338399999999,550000.0,156.0,156.0,4.0,https://www.properati.com.ar/1hr81_venta_departamento_barrio-norte_balcon_lavadero_luminoso_dependencias_garage_subte-linea-d_re-max-del-plata,PALERMO,0.0,1.0,0.0,3525.641025641026
670,2017-11-04,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.582768,-58.424091,228000.0,84.0,84.0,3.0,https://www.properati.com.ar/1hrfj_venta_departamento_palermo_balcon_baulera_aire-acondicionado_subte-linea-d_re-max-acci-oacute-n,PALERMO,0.0,1.0,0.0,2714.285714285714
671,2017-11-04,PH,Palermo,|Argentina|Capital Federal|Palermo|,-34.578553,-58.43994100000001,475000.0,148.0,148.0,4.0,https://www.properati.com.ar/1hrhr_venta_ph_palermo_balcon_jardin_parrilla_quincho_toilette_subte-linea-d_re-max-plaza,PALERMO,1.0,0.0,0.0,3209.4594594594596
672,2017-11-04,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.584727,-58.429338,240000.0,55.0,49.0,3.0,https://www.properati.com.ar/1hrl3_venta_departamento_palermo_balcon_luminoso_subte-linea-d_re-max-titanium,PALERMO,0.0,1.0,0.0,4363.636363636364
673,2017-11-04,house,Palermo,|Argentina|Capital Federal|Palermo|,-34.5898024,-58.4314515,460000.0,140.0,120.0,3.0,https://www.properati.com.ar/1hrrw_venta_casa_palermo_cabrer-cnel-al-4900_suite_patio_terraza_crecer-inmobiliaria-casa-central,PALERMO,0.0,0.0,1.0,3285.714285714286
674,2017-11-04,PH,Palermo,|Argentina|Capital Federal|Palermo|,-34.59007020000001,-58.43116479999999,460000.0,140.0,120.0,3.0,https://www.properati.com.ar/1hrrx_venta_departamento_palermo_cabrer-cnel-al-4900_suite_patio_terraza_crecer-inmobiliaria-casa-central,PALERMO,1.0,0.0,0.0,3285.714285714286
675,2017-11-04,house,Palermo,|Argentina|Capital Federal|Palermo|,-34.5898024,-58.4314515,460000.0,140.0,120.0,4.0,https://www.properati.com.ar/1hrry_venta_casa_palermo_cabrer-cnel-al-4900_suite_patio_terraza_crecer-inmobiliaria-casa-central,PALERMO,0.0,0.0,1.0,3285.714285714286
676,2017-11-04,PH,Palermo,|Argentina|Capital Federal|Palermo|,-34.59007020000001,-58.43116479999999,460000.0,140.0,120.0,4.0,https://www.properati.com.ar/1hrrz_venta_departamento_palermo_cabrer-cnel-al-4900_suite_patio_terraza_crecer-inmobiliaria-casa-central,PALERMO,1.0,0.0,0.0,3285.714285714286
677,2017-11-04,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5890239,-58.4297385,185000.0,60.0,60.0,3.0,https://www.properati.com.ar/1hruz_venta_departamento_palermo_honduras-al-3800_balcon_jardin_lavadero_luminoso_impecable_brick-propiedades-local-alto-palermo,PALERMO,0.0,1.0,0.0,3083.3333333333335
679,2017-11-04,PH,Palermo,|Argentina|Capital Federal|Palermo|,-34.592738700000005,-58.4303576,590000.0,200.0,160.0,4.0,https://www.properati.com.ar/1hrzo_venta_ph_palermo_malabia-al-1300_balcon_suite_lavadero_parrilla_patio_terraza_toilette_impecable_bullrich-propiedades,PALERMO,1.0,0.0,0.0,2950.0
680,2017-11-04,apartment,Las Cañitas,|Argentina|Capital Federal|Las Cañitas|,-34.572545700000006,-58.4330562,310000.0,66.0,60.0,3.0,https://www.properati.com.ar/1hs5p_venta_departamento_las-canitas_chenaut-indalecio-gral-al-1900_gimnasio_piscina_sum_terraza_lujoso_garage_amoblado_amenities_subte-linea-d_brucco-inmobiliaria_dvq,PALERMO,0.0,1.0,0.0,4696.969696969697
681,2017-11-04,PH,Palermo,|Argentina|Capital Federal|Palermo|,-34.5800279,-58.4100586,230000.0,71.0,63.0,2.0,https://www.properati.com.ar/1hs9u_venta_ph_palermo_patio_sotano_vestidor_luminoso_lujoso_subte-linea-d_apto-credito-hipotecario_massana-propiedades_h6q,PALERMO,1.0,0.0,0.0,3239.43661971831
682,2017-11-04,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.57433820000001,-58.4428191,305000.0,90.0,76.0,3.0,https://www.properati.com.ar/1hs9w_venta_departamento_palermo_balcon_suite_parrilla_toilette_garage_subte-linea-d_dodorico-propieadades,PALERMO,0.0,1.0,0.0,3388.8888888888887
683,2017-11-04,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.57433820000001,-58.4428191,300000.0,90.0,76.0,3.0,https://www.properati.com.ar/1hsa1_venta_departamento_belgrano_balcon_suite_parrilla_toilette_garage_subte-linea-d_dodorico-propieadades,PALERMO,0.0,1.0,0.0,3333.3333333333335
684,2017-11-04,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.57433820000001,-58.4428191,305000.0,90.0,76.0,3.0,https://www.properati.com.ar/1hsa7_venta_departamento_belgrano_balcon_suite_parrilla_toilette_garage_subte-linea-d_dodorico-propieadades,PALERMO,0.0,1.0,0.0,3388.8888888888887
685,2017-11-04,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.565231299999994,-58.43427190000001,416000.0,109.0,109.0,4.0,https://www.properati.com.ar/1hslg_venta_departamento_palermo_baulera_jardin_lavadero_patio_vista_dependencias_le-bleu,PALERMO,0.0,1.0,0.0,3816.5137614678897
687,2017-11-04,apartment,Palermo Hollywood,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,-34.5795362,-58.43297430000001,269000.0,70.0,66.0,3.0,https://www.properati.com.ar/1hsqs_venta_departamento_palermo-hollywood_balcon_suite_garage_rhr-real-estate_cwt,PALERMO,0.0,1.0,0.0,3842.8571428571427
692,2017-11-04,house,Palermo Chico,|Argentina|Capital Federal|Palermo|Palermo Chico|,-34.5790283,-58.39695379999999,1700000.0,420.0,340.0,3.0,https://www.properati.com.ar/1ht7v_venta_casa_palermo-chico_suite_jardin_lavadero_piscina_terraza_luminoso_dependencias_cassagne-real-estate,PALERMO,0.0,0.0,1.0,4047.6190476190477
693,2017-11-04,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5771832501,-58.4381774956,220000.0,51.0,45.0,2.0,https://www.properati.com.ar/1ht9o_venta_departamento_palermo_balcon_hidromasaje_parrilla_sum_terraza_toilette_garage_duprat-inmobiliaria_dxe,PALERMO,0.0,1.0,0.0,4313.725490196079
694,2017-11-05,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.586973,-58.42945600000001,139000.0,69.0,69.0,3.0,https://www.properati.com.ar/1hte5_venta_departamento_palermo_jardin_re-max-uno-iv,PALERMO,0.0,1.0,0.0,2014.4927536231885
695,2017-11-05,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.583192,-58.441622,224300.0,89.0,71.0,3.0,https://www.properati.com.ar/1htes_venta_departamento_palermo_balcon_baulera_lavadero_parrilla_piscina_sum_terraza_luminoso_garage_amenities_placard_aire-acondicionado_apto-credito-hipotecario_re-max-liberty,PALERMO,0.0,1.0,0.0,2520.224719101124
696,2017-11-05,house,Palermo,|Argentina|Capital Federal|Palermo|,-34.5841635938,-58.4402156153,380000.0,124.0,124.0,3.0,https://www.properati.com.ar/1htgp_venta_casa_palermo_lavadero_terraza_nc-servicios-inmobiliarios,PALERMO,0.0,0.0,1.0,3064.516129032258
697,2017-11-05,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5772776,-58.41201360000001,585000.0,163.0,155.0,6.0,https://www.properati.com.ar/1hto4_venta_departamento_palermo_balcon_baulera_suite_lavadero_terraza_luminoso_lujoso_dependencias_garage_placard_doble-circulacion_villegas-real-estate-srl,PALERMO,0.0,1.0,0.0,3588.957055214724
699,2017-11-07,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.57862233260001,-58.437482584899996,236000.0,52.0,52.0,2.0,https://www.properati.com.ar/1hty5_venta_departamento_palermo_nicaragua_6000_balcon_gimnasio_lavadero_patio_piscina_quincho_terraza_sauna_amenities_subte-linea-d_re-max-premium,PALERMO,0.0,1.0,0.0,4538.461538461538
700,2017-11-07,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.587882,-58.4140868,215000.0,80.0,62.0,4.0,https://www.properati.com.ar/1hu34_venta_departamento_palermo_lavadero_patio_luminoso_lujoso_garage_placard_subte-linea-d_apto-credito-hipotecario_1969,PALERMO,0.0,1.0,0.0,2687.5
701,2017-11-07,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.56676746,-58.435874516300004,430000.0,165.0,165.0,3.0,https://www.properati.com.ar/1hubg_venta_departamento_belgrano_soldado-de-la-independencia_900_balcon_baulera_suite_lavadero_toilette_luminoso_lujoso_dependencias_garage_aire-acondicionado_oppel-inmuebles_d62,PALERMO,0.0,1.0,0.0,2606.060606060606
702,2017-11-07,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5682258,-58.4456667,340000.0,76.0,71.0,3.0,https://www.properati.com.ar/1huce_venta_departamento_belgrano_palpa-al-2300_balcon_suite_gimnasio_hidromasaje_lavadero_parrilla_piscina_sum_terraza_garage_impecable_losa-radiante_oppel-inmuebles,PALERMO,0.0,1.0,0.0,4473.684210526316
703,2017-11-07,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5920956675,-58.4155511856,340000.0,136.0,126.0,4.0,https://www.properati.com.ar/1huhb_venta_departamento_palermo_balcon_suite_lavadero_luminoso_dependencias_placard_subte-linea-d_apto-credito-hipotecario_massana-propiedades_h6q,PALERMO,0.0,1.0,0.0,2500.0
704,2017-11-07,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5686746,-58.43143370000001,500000.0,140.0,93.82046724225495,4.0,https://www.properati.com.ar/1hujf_venta_departamento_palermo_balcon_lavadero_toilette_vista_placard_aire-acondicionado_estrenar_subte-linea-d_triada-propiedades_h5p,PALERMO,0.0,1.0,0.0,3571.4285714285716
